"id","tmdb_id","media_type","title","rating","tmdb_backdrop","tmdb_poster","release_date","overview","createdAt","updatedAt"
99,77174,"movie","ParaNorman",6.7,"https://image.tmdb.org/t/p/w780/skS71TG4zVfnm2lk1aYgDztrrVt.jpg","https://image.tmdb.org/t/p/w780/pfGmWVyGHgdJrdKrZ5RWZpbAhkn.jpg","2012-08-03","In the town of Blithe Hollow, Norman Babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, Neil, believes his ability is real. One day, Norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from an curse cast by a witch it condemned centuries ago. Eventually, Norman decides to cooperate, but things don't go according to plan. Now, a magic storm of the witch threatens Blithe Hollow as the accursed dead rise. Together with unexpected new companions, Norman struggles to save his town, only to discover the horrific truth of the curse. With that insight, Norman must resolve the crisis for good as only he can.","2017-12-11 16:44:45.668-05","2017-12-11 16:44:45.668-05"
100,49519,"movie","The Croods",6.8,"https://image.tmdb.org/t/p/w780/kYY4CKjjknT1GY45ZueZs556Mnl.jpg","https://image.tmdb.org/t/p/w780/eHi3Nbgh6Cs2KiIyEMF4Ig4CdjX.jpg","2013-03-20","The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.","2017-12-11 16:44:47.178-05","2017-12-11 16:44:47.178-05"
101,93456,"movie","Despicable Me 2",7,"https://image.tmdb.org/t/p/w780/rmgxcw8tGTmdhsWqdjGBS9uI1tO.jpg","https://image.tmdb.org/t/p/w780/kQrYyZQHkwkUg2KlUDyvymj9FAp.jpg","2013-06-25","Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.","2017-12-11 16:44:48.676-05","2017-12-11 16:44:48.676-05"
102,116711,"movie","Epic",6.4,"https://image.tmdb.org/t/p/w780/v6w2o3ji8aVLph6zNgR5yDGQfmS.jpg","https://image.tmdb.org/t/p/w780/dUeXOJCpfWmZd9KaPkq2122J1ji.jpg","2013-05-15","A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world -- and ours.","2017-12-11 16:44:50.177-05","2017-12-11 16:44:50.177-05"
103,62211,"movie","Monsters University",7,"https://image.tmdb.org/t/p/w780/5mDCKKS7M8aUZKdShnCa7lLbzmH.jpg","https://image.tmdb.org/t/p/w780/a05xQU9huY3P5uurLcGGHmsf2Vh.jpg","2013-06-20","A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.","2017-12-11 16:44:51.67-05","2017-12-11 16:44:51.67-05"
104,77950,"movie","Turbo",6.1,"https://image.tmdb.org/t/p/w780/9jP2kMPUDpBKE5viSevTa4ga4bX.jpg","https://image.tmdb.org/t/p/w780/kajPlPUgobxci8ME5oqvzjN430q.jpg","2013-07-11","The tale of an ordinary garden snail who dreams of winning the Indy 500.","2017-12-11 16:44:53.194-05","2017-12-11 16:44:53.194-05"
105,177572,"movie","Big Hero 6",7.8,"https://image.tmdb.org/t/p/w780/2BXd0t9JdVqCp9sKf6kzMkr7QjB.jpg","https://image.tmdb.org/t/p/w780/9gLu47Zw5ertuFTZaxXOvNfy78T.jpg","2014-10-24","The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.","2017-12-11 16:44:54.673-05","2017-12-11 16:44:54.673-05"
106,82703,"movie","Mr. Peabody & Sherman",6.7,"https://image.tmdb.org/t/p/w780/obKkOgdvV7kOFUuIOBd2dZ85p4k.jpg","https://image.tmdb.org/t/p/w780/wGRWVfhMdGIThSDld2965oUkJ5E.jpg","2014-02-07","A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-travel machine is stolen and moments in history begin to be changed.","2017-12-11 16:44:56.166-05","2017-12-11 16:44:56.166-05"
107,270946,"movie","Penguins of Madagascar",6.4,"https://image.tmdb.org/t/p/w780/fBYnaVOcc2Ghfkv473z0xdBRQ0m.jpg","https://image.tmdb.org/t/p/w780/pRer59eyY4rjkLPeKXKo7fPxCHH.jpg","2014-11-22","Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.","2017-12-11 16:44:57.679-05","2017-12-11 16:44:57.679-05"
108,105864,"movie","The Good Dinosaur",6.6,"https://image.tmdb.org/t/p/w780/pDuD96Fz0ZZXf9buEvRu1UQsmFT.jpg","https://image.tmdb.org/t/p/w780/2ZckiMTfSkCep2JTtZbr73tnQbN.jpg","2015-11-14","An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.","2017-12-11 16:44:59.203-05","2017-12-11 16:44:59.203-05"
109,211672,"movie","Minions",6.4,"https://image.tmdb.org/t/p/w780/qLmdjn2fv0FV2Mh4NBzMArdA0Uu.jpg","https://image.tmdb.org/t/p/w780/q0R4crx2SehcEEQEkYObktdeFy.jpg","2015-06-17","Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.","2017-12-11 16:45:00.676-05","2017-12-11 16:45:00.676-05"
110,227973,"movie","The Peanuts Movie",6.5,"https://image.tmdb.org/t/p/w780/gokfO8RVKhfn8jNMyUBaaMgLjP8.jpg","https://image.tmdb.org/t/p/w780/8Riryt5HqjAjLDeIayBSAOtxUKL.jpg","2015-11-05","Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.","2017-12-11 16:45:02.175-05","2017-12-11 16:45:02.175-05"
111,140300,"movie","Kung Fu Panda 3",6.7,"https://image.tmdb.org/t/p/w780/eHWmEUP4fa7h1Fe7TXfTL7ncDl8.jpg","https://image.tmdb.org/t/p/w780/MZFPacfKzgisnPoJIPEFZUXBBT.jpg","2016-01-23","Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.","2017-12-11 16:45:03.685-05","2017-12-11 16:45:03.685-05"
112,153518,"movie","The Angry Birds Movie",5.9,"https://image.tmdb.org/t/p/w780/3mJcfL2lPfRky16EPi95d2YrKqu.jpg","https://image.tmdb.org/t/p/w780/t2mZzQXjpQxmqtJOPpe8Dr2YpMl.jpg","2016-05-11","An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.","2017-12-11 16:45:05.272-05","2017-12-11 16:45:05.272-05"
113,223702,"movie","Sausage Party",5.6,"https://image.tmdb.org/t/p/w780/49qeJLCgTDCxesSV7tgtosqhMQX.jpg","https://image.tmdb.org/t/p/w780/w90cORtNWQAd2k93aFlIBbpQYTC.jpg","2016-07-11","Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.","2017-12-11 16:45:06.673-05","2017-12-11 16:45:06.673-05"
114,335797,"movie","Sing",6.9,"https://image.tmdb.org/t/p/w780/fxDXp8un4qNY9b1dLd7SH6CKzC.jpg","https://image.tmdb.org/t/p/w780/dMblbyP7mnV8fKVuiy1i2GkS8Rg.jpg","2016-11-23","A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.","2017-12-11 16:45:08.169-05","2017-12-11 16:45:08.169-05"
115,332210,"movie","Storks",6.7,"https://image.tmdb.org/t/p/w780/yziCg46YIvmWAvPdztuZQqNBinW.jpg","https://image.tmdb.org/t/p/w780/5qVD5TD1CiALR5vUsMzh2BschVU.jpg","2016-09-22","Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...","2017-12-11 16:45:09.669-05","2017-12-11 16:45:09.669-05"
116,136799,"movie","Trolls",6.7,"https://image.tmdb.org/t/p/w780/wc1JxADaBLuWhySkaawCBTpixCo.jpg","https://image.tmdb.org/t/p/w780/zKu5MNy9QW1a5ZHgv7iAp3kRZpE.jpg","2016-10-13","Lovable and friendly, the trolls love to play around. But one day, a mysterious giant shows up to end the party. Poppy, the optimistic leader of the Trolls, and her polar opposite, Branch, must embark on an adventure that takes them far beyond the only world they’ve ever known.","2017-12-11 16:45:11.172-05","2017-12-11 16:45:11.172-05"
117,269149,"movie","Zootopia",7.7,"https://image.tmdb.org/t/p/w780/mhdeE1yShHTaDbJVdWyTlzFvNkr.jpg","https://image.tmdb.org/t/p/w780/sM33SANp9z6rXW8Itn7NnG1GOEs.jpg","2016-02-11","Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.","2017-12-11 16:45:12.669-05","2017-12-11 16:45:12.669-05"
118,354912,"movie","Coco",7.8,"https://image.tmdb.org/t/p/w780/askg3SMvhqEl4OL52YuvdtY40Yb.jpg","https://image.tmdb.org/t/p/w780/eKi8dIrr8voobbaGzDpe8w0PVbC.jpg","2017-10-27","Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.","2017-12-11 16:45:14.18-05","2017-12-11 16:45:14.18-05"
119,324852,"movie","Despicable Me 3",6.3,"https://image.tmdb.org/t/p/w780/ftRkFtAGuHngHnLiOxktq0aCVMF.jpg","https://image.tmdb.org/t/p/w780/5qcUGqWoWhEsoQwNUrtf3y3fcWn.jpg","2017-06-15","Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.","2017-12-11 16:45:15.679-05","2017-12-11 16:45:15.679-05"
120,324849,"movie","The Lego Batman Movie",7.2,"https://image.tmdb.org/t/p/w780/gbO4tWvMC0oLbNvHP9Zth3eUeAA.jpg","https://image.tmdb.org/t/p/w780/1pHOqpdCYNmtRVJs6pGKQKttrPm.jpg","2017-02-08","In the irreverent spirit of fun that made “The Lego Movie” a worldwide phenomenon, the self-described leading man of that ensemble—Lego Batman—stars in his own big-screen adventure. But there are big changes brewing in Gotham, and if he wants to save the city from The Joker’s hostile takeover, Batman may have to drop the lone vigilante thing, try to work with others and maybe, just maybe, learn to lighten up.","2017-12-11 16:45:17.185-05","2017-12-11 16:45:17.185-05"
121,330459,"movie","Rogue One: A Star Wars Story",7.4,"https://image.tmdb.org/t/p/w780/tZjVVIYXACV4IIIhXeIM59ytqwS.jpg","https://image.tmdb.org/t/p/w780/qjiskwlV1qQzRCjpV0cL9pEMF9a.jpg","2016-12-14","A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.","2017-12-11 16:45:18.674-05","2017-12-11 16:45:18.674-05"
122,85,"movie","Raiders of the Lost Ark",7.7,"https://image.tmdb.org/t/p/w780/dU1CArBM4YsKLfG8YvhtuTJJaGR.jpg","https://image.tmdb.org/t/p/w780/44sKJOGP3fTm4QXBcIuqu0RkdP7.jpg","1981-06-12","When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.","2017-12-11 16:45:20.175-05","2017-12-11 16:45:20.175-05"
123,87,"movie","Indiana Jones and the Temple of Doom",7.1,"https://image.tmdb.org/t/p/w780/mWuFDpOxXJpPxLM3p8f3w02pBb2.jpg","https://image.tmdb.org/t/p/w780/f2nTRKk2zGdUTE7tLJ5EGGSuKA6.jpg","1984-05-23","After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.","2017-12-11 16:45:21.674-05","2017-12-11 16:45:21.674-05"
124,89,"movie","Indiana Jones and the Last Crusade",7.6,"https://image.tmdb.org/t/p/w780/m3bEQlir8IWpmFocQBXWM5fkHri.jpg","https://image.tmdb.org/t/p/w780/4p1N2Qrt8j0H8xMHMHvtRxv9weZ.jpg","1989-05-24","When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.","2017-12-11 16:45:23.168-05","2017-12-11 16:45:23.168-05"
125,217,"movie","Indiana Jones and the Kingdom of the Crystal Skull",5.7,"https://image.tmdb.org/t/p/w780/wJByCdlvHxoAvmktWaI2jSNzHbl.jpg","https://image.tmdb.org/t/p/w780/qY1x6v5daMDTr904G3y84WVgpfC.jpg","2008-05-21","Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.","2017-12-11 16:45:24.679-05","2017-12-11 16:45:24.679-05"
126,620,"movie","Ghostbusters",7.3,"https://image.tmdb.org/t/p/w780/qmDy6Rdom8d8UFj9GeAAtVIjTRT.jpg","https://image.tmdb.org/t/p/w780/3FS3oBdorgczgfCkFi2u8ZTFfpS.jpg","1984-06-07","After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.","2017-12-11 16:45:26.18-05","2017-12-11 16:45:26.18-05"
127,62,"movie","2001: A Space Odyssey",7.9,"https://image.tmdb.org/t/p/w780/pckdZ29bHj11hBsV3SbVVfmCB6C.jpg","https://image.tmdb.org/t/p/w780/90T7b2LIrL07ndYQBmSm09yqVEH.jpg","1968-04-09","Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","2017-12-11 16:45:27.705-05","2017-12-11 16:45:27.705-05"
128,12429,"movie","Ponyo",7.5,"https://image.tmdb.org/t/p/w780/akDpPae2zJXZhokzsAPgDyNwiwX.jpg","https://image.tmdb.org/t/p/w780/3s0mpSpLkI7cIhqWGrGbsiyvlsH.jpg","2008-07-19","The son of a sailor, 5-year old Sosuke lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish. The daughter of a masterful wizard and a sea goddess, Ponyo uses her father's magic to transform herself into a young girl and quickly falls in love with Sosuke, but the use of such powerful sorcery causes a dangerous imbalance in the world. As the moon steadily draws nearer to the earth and Ponyo's father sends the ocean's mighty waves to find his daughter, the two children embark on an adventure of a lifetime to save the world and fulfill Ponyo's dreams of becoming human.","2017-12-11 16:45:29.168-05","2017-12-11 16:45:29.168-05"
137,214671,"movie","Spinning Plates",5.6,"https://image.tmdb.org/t/p/w780/mRULDDTgXWwR2K4FwuZ4ddUOZWG.jpg","https://image.tmdb.org/t/p/w780/zTxKZ7IVlZGgtlCb0Azf42aQOG9.jpg","2013-10-25","Spinning Plates is a documentary about three extraordinary restaurants and the incredible people who make them what they are. A cutting-edge restaurant named the seventh-best in the world whose chef must battle a life-threatening obstacle to pursue his passion. A 150-year-old family restaurant still standing only because of the unbreakable bond with its community. A fledgling Mexican restaurant whose owners are risking everything just to survive and provide for their young daughter. Their unforgettable stories of family, legacy, passion and survival come together to reveal how meaningful food can be, and the power it has to connect us to one another.","2017-12-11 16:45:47.18-05","2017-12-11 16:45:47.18-05"
146,10802,"movie","Showgirls",4.9,"https://image.tmdb.org/t/p/w780/w1I5Irc48SYup0Z2n1VJrLRcUUS.jpg","https://image.tmdb.org/t/p/w780/7O2SxrsXYaGFZ5cZgJF0Ab5SV5J.jpg","1995-09-22","A young drifter named Nomi arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become a top showgirl.","2017-12-11 16:46:02.17-05","2017-12-11 16:46:02.17-05"
147,18785,"movie","The Hangover",7.2,"https://image.tmdb.org/t/p/w780/39LohvXfll5dGCQIV9B9VJ16ImE.jpg","https://image.tmdb.org/t/p/w780/uluhlXubGu1VxU63X9VHCLWDAYP.jpg","2009-06-05","When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.","2017-12-11 16:46:03.674-05","2017-12-11 16:46:03.674-05"
152,650,"movie","Boyz n the Hood",7.4,"https://image.tmdb.org/t/p/w780/numVTm441JOv6d4rQMaNz9o3Gm6.jpg","https://image.tmdb.org/t/p/w780/9qQdpidN33pTEaxAP5gaTmCPGFq.jpg","1991-07-12","Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis.","2017-12-11 16:46:11.178-05","2017-12-11 16:46:11.178-05"
153,9516,"movie","Menace II Society",7.3,"https://image.tmdb.org/t/p/w780/fQPZ4trYK3wxPMSv9JmpKqgzsma.jpg","https://image.tmdb.org/t/p/w780/s1uQMgbK2tfaYltK6uDXU1xoYWA.jpg","1993-05-26","Menace II Society is a coming of age tale detailing the summer after its protagonist Caine (Tyrin Turner) graduates from high school. This is Caine's story, which details real life in today's tough inner city.","2017-12-11 16:46:12.672-05","2017-12-11 16:46:12.672-05"
154,13960,"movie","ATL",5.9,"https://image.tmdb.org/t/p/w780/kxYkpbiEV2LrCz0W0L23FP9H1bM.jpg","https://image.tmdb.org/t/p/w780/fYXO1hKv7L8dZOQGhKkjCzLLDTW.jpg","2006-03-31","As four friends prepare for life after high school, different challenges bring about turning points in each of their lives. The dramas unfold and resolve at their local rollerskating rink, Cascade.","2017-12-11 16:46:14.177-05","2017-12-11 16:46:14.177-05"
155,16136,"movie","Juice",6.9,"https://image.tmdb.org/t/p/w780/jr8PI0Y6rHu4yR2d8BMj5YwTOMO.jpg","https://image.tmdb.org/t/p/w780/qBPi6CwrdVwdhYFURRkEmAcsRtv.jpg","1992-01-17","Four Harlem friends -- Bishop, Q, Steel and Raheem -- dabble in petty crime, but they decide to go big by knocking off a convenience store. Bishop, the magnetic leader of the group, has the gun. But Q has different aspirations. He wants to be a DJ and happens to have a gig the night of the robbery. Unfortunately for him, Bishop isn't willing to take no for answer in a game where everything's for keeps.","2017-12-11 16:46:18.679-05","2017-12-11 16:46:18.679-05"
156,16161,"movie","Baby Boy",7.2,"https://image.tmdb.org/t/p/w780/u33Zr0q2Cf3zz7U8cUmi3F8Oud1.jpg","https://image.tmdb.org/t/p/w780/m7p3qFZsULnvOM5GkFCGCAueeSX.jpg","2001-06-27","The story of Jody, a misguided, 20-year-old African-American who is really just a baby boy finally forced-kicking and screaming to face the commitments of real life. Streetwise and jobless, he has not only fathered two children by two different women-Yvette and Peanut but still lives with his own mother. He can't seem to strike a balance or find direction in his chaotic life.","2017-12-11 16:46:20.181-05","2017-12-11 16:46:20.181-05"
157,925,"movie","Do the Right Thing",7.7,"https://image.tmdb.org/t/p/w780/3bMDwodcQPJj1FzY3EdrnWSj1iW.jpg","https://image.tmdb.org/t/p/w780/63rmSDPahrH7C1gEFYzRuIBAN9W.jpg","1989-06-30","On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.","2017-12-11 16:46:21.675-05","2017-12-11 16:46:21.675-05"
158,10611,"movie","Barbershop",6.2,"https://image.tmdb.org/t/p/w780/xIA97c95X8i6MlO81AfspMo21UN.jpg","https://image.tmdb.org/t/p/w780/7WB5ULvA6TLfypq8JlW1xUHCVgj.jpg","2002-04-01","A day in the life of a barbershop on the south side of Chicago. Calvin, who inherited the struggling business from his deceased father, views the shop as nothing but a burden and waste of his time. After selling the shop to a local loan shark, Calvin slowly begins to see his father's vision and legacy and struggles with the notion that he just sold it out.","2017-12-11 16:46:23.176-05","2017-12-11 16:46:23.176-05"
159,12153,"movie","White Chicks",6.3,"https://image.tmdb.org/t/p/w780/fLLrqJQvn1IxcvkqwhJwKKo5UEZ.jpg","https://image.tmdb.org/t/p/w780/hT4PEPFW3dQG7N5LZe5b2qYHCU0.jpg","2004-06-23","Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. As punishment, they are forced to escort a pair of socialites to the Hamptons, where they're going to be used as bait for a kidnapper. But when the girls realize the FBI's plan, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from African-American men into a pair of blonde, white women.","2017-12-11 16:46:24.677-05","2017-12-11 16:46:24.677-05"
160,277216,"movie","Straight Outta Compton",7.7,"https://image.tmdb.org/t/p/w780/fdDTA06o5e7MRXnTGAf4EygL2MJ.jpg","https://image.tmdb.org/t/p/w780/X7S1RtotXOZNV7OlgCfh5VKZSB.jpg","2015-08-13","In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.","2017-12-11 16:46:26.181-05","2017-12-11 16:46:26.181-05"
161,303,"movie","Notorious",7.8,"https://image.tmdb.org/t/p/w780/b8WFk5jSQNju3SGptSOREo51qmE.jpg","https://image.tmdb.org/t/p/w780/vcdSvOr5NcY6alt0kBqDQlFC3Nk.jpg","1946-08-15","In order to help bring Nazis to justice, U.S. government agent T.R. Devlin recruits Alicia Huberman, the American daughter of a convicted German war criminal, as a spy. As they begin to fall for one another, Alicia is instructed to win the affections of Alexander Sebastian, a Nazi hiding out in Brazil. When Sebastian becomes serious about his relationship with Alicia, the stakes get higher, and Devlin must watch her slip further undercover.","2017-12-11 16:46:27.674-05","2017-12-11 16:46:27.674-05"
162,25793,"movie","Precious",6.9,"https://image.tmdb.org/t/p/w780/sHW7AYhAQKf0CnXMNttwTiKrmK9.jpg","https://image.tmdb.org/t/p/w780/bQFHC0GHs1vE6GabCK6TTGX7Zaq.jpg","2009-11-06","Set in Harlem in 1987, Claireece ""Precious"" Jones is a 16-year-old African American girl born into a life no one would want. She's pregnant for the second time by her absent father; at home, she must wait hand and foot on her mother, an angry woman who abuses her emotionally and physically. School is chaotic and Precious has reached the ninth grade with good marks and a secret--she can't read.","2017-12-11 16:46:29.38-05","2017-12-11 16:46:29.38-05"
163,10634,"movie","Friday",7,"https://image.tmdb.org/t/p/w780/isWyP4jWmcCHjUcanVwGBDwVSsA.jpg","https://image.tmdb.org/t/p/w780/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg","1995-04-26","Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.","2017-12-11 16:46:30.724-05","2017-12-11 16:46:30.724-05"
164,19848,"movie","The Players Club",6.2,"https://image.tmdb.org/t/p/w780/fnlwpsDCaXi24rG0x0uq5uTBGl1.jpg","https://image.tmdb.org/t/p/w780/wcLhljCphk92Pw4j7bjy1RagFEN.jpg","1998-04-08","Young single mother Diana struggles to provide for her child and pay for her college education. She ends up working at a shoe store, but meets two strippers from a nearby gentlemen's club who convince her there's fast money to be made stripping. At the Players Club, however, Diana faces danger and heartbreak.","2017-12-11 16:46:32.179-05","2017-12-11 16:46:32.179-05"
165,16094,"movie","House Party",6.1,"https://image.tmdb.org/t/p/w780/uXXKldxfzAXfMY7x0OwBtQqeHTO.jpg","https://image.tmdb.org/t/p/w780/qKQ32fCcM7g5tLKMsLR75ZOOPmv.jpg","1990-03-09","Young Kid has been invited to a party at his friend Play's house. But after a fight at school, Kid's father grounds him. None the less, Kid sneaks out when his father falls asleep. But Kid doesn't know that three of the thugs at school have decided to give him a lesson in behavior.","2017-12-11 16:46:33.681-05","2017-12-11 16:46:33.681-05"
167,15278,"movie","CB4",6.2,"https://image.tmdb.org/t/p/w780/egsrR27PVJgubMOsHIwplsNK7Sc.jpg","https://image.tmdb.org/t/p/w780/fdRQvWe6qbOqa5xQJYTAdA0tX28.jpg","1993-03-12","A ""rockumentary"", covering the rise to fame of MC Gusto, Stab Master Arson, and Dead Mike: members of the rap group ""CB4"". We soon learn that these three are not what they seem and don't apear to know as much about rap music as they claim... but a lack of musical ability in an artist never hurts sales, does it? You've just got to play the part of a rap star...","2017-12-11 16:46:38.173-05","2017-12-11 16:46:38.173-05"
168,1931,"movie","Stomp the Yard",6.1,"https://image.tmdb.org/t/p/w780/6EUqhJaw9bqi2E4jvit0K8CAVbh.jpg","https://image.tmdb.org/t/p/w780/u4EaJcyoYMC6LYAdOSsXm3DsLQ.jpg","2007-05-16","After the death of his younger brother, a troubled 19-year-old street dancer from Los Angeles is able to bypass juvenile hall by enrolling in the historically black, Truth University in Atlanta, Georgia. But his efforts to get an education and woo the girl he likes are sidelined when he is courted by the top two campus fraternities, both of which want and need his fierce street-style dance moves to win the highly coveted national step show competition.","2017-12-11 16:46:39.705-05","2017-12-11 16:46:39.705-05"
169,14114,"movie","You Got Served",4.9,"https://image.tmdb.org/t/p/w780/t4r7p9gT2rN8ffoIRS6Ffv0ewCr.jpg","https://image.tmdb.org/t/p/w780/3ESy6TiBPSYIbEES1zNspdYtMtw.jpg","2004-01-30","At Mr. Rad's Warehouse, the best hip-hop crews in Los Angeles compete for money and respect. But when a suburban crew crashes the party, stealing their dancers - and their moves - two warring friends have to pull together to represent the street. Starring hip-hop sensations Marques Houston, Omari Grandberry, Lil' Kim and comedian Steve Harvey.","2017-12-11 16:46:41.166-05","2017-12-11 16:46:41.166-05"
171,479,"movie","Shaft",5.6,"https://image.tmdb.org/t/p/w780/2p9NtyrnFZtGRyCGN5SBk1eARNK.jpg","https://image.tmdb.org/t/p/w780/bqlpFp96uWu2VDpsm4MVvLXdumh.jpg","2000-06-15","New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.","2017-12-11 16:46:44.194-05","2017-12-11 16:46:44.194-05"
172,2005,"movie","Sister Act",6.5,"https://image.tmdb.org/t/p/w780/oaLqlJxt8TJSjsdfMpSkLexZ4l5.jpg","https://image.tmdb.org/t/p/w780/7wQxLtybiUbtC6tsJh9htFEmqq3.jpg","1992-05-28","A Reno singer witnesses a mob murder and the cops stash her in a nunnery to protect her from the hitmen. The mother superior does not trust her, and takes steps to limit her influence on the other nuns. Eventually the singer rescues the failing choir and begins helping with community projects, which gets her an interview on TV.","2017-12-11 16:46:45.673-05","2017-12-11 16:46:45.673-05"
173,1677,"movie","Ray",7.2,"https://image.tmdb.org/t/p/w780/lcVQocaLf4wf5Inmwj7TtrPRnPp.jpg","https://image.tmdb.org/t/p/w780/fPDsBL0MdegEvyPhim9b5srHOqG.jpg","2004-10-29","Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered couping gospel and country together.","2017-12-11 16:46:47.182-05","2017-12-11 16:46:47.182-05"
